commentId,videoId,videoUrl,commenterUsername,commenterNickname,commenterUid,commentText,likes,replyCount,commentDate,scrapeDate
"7582814821210653461","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","qoriin3","EVAN   ❤❤❤","7311555808491570177","pasti boong","0","0","2025-12-12T03:54:32.000Z","2026-04-10T03:05:41.984Z"
"7582752854156296968","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","bsk_gared279","bsk_gared★★★★","78805381371","hiu mana bisa di goreng","0","0","2025-12-11T23:54:12.000Z","2026-04-10T03:05:41.984Z"
"7582563857953604370","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","ziccv0","—𝙆𝘼𝙁𝙁 𝙁𝙊𝙍 𝙈𝙀 Zixx?","7493878801006298118","Chum baket","0","0","2025-12-11T11:40:34.000Z","2026-04-10T03:05:41.984Z"
"7582485931568988946","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","yoiki_senseisannn","Its_Xhelin🕷","7461037698091844626","setauku tu ikan hiu berbahaya buat di makan🗿","0","0","2025-12-11T06:38:12.000Z","2026-04-10T03:05:41.984Z"
"7582474540723864328","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","rizkyalkhatary","Aulia🤍","7438936777550939191","hiu goreng 😭","0","0","2025-12-11T05:53:58.000Z","2026-04-10T03:05:41.984Z"
"7582439163943093000","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","ismi_nur_a2013","prit@2478","7309087485015032838","hiu dari mana??","0","0","2025-12-11T03:41:34.000Z","2026-04-10T03:05:41.984Z"
"7554354871358620423","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","julia_nur7","triooo parta","7377592861456237573","@tania Nia✧♡✧ ℒℴѵℯ ♬° ✧❥✧ @callme_yaaxcn🌸 @Okta Selsi Aulia safitri @LAAAA 👀⚽🏐 @sukeipallll🤍 @afifa 💤✨ @putri_03 @yuli💓 @kanti🌷 gile eh","3","2","2025-09-26T11:15:15.000Z","2026-04-10T03:05:41.984Z"
"7610666203187331861","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","mammlivv","bocil Roblox","7538651736875156498","bang itu yang adeknya makan paha emang hiu punya paha ya kan jelas jelas itu paha ayam 😅😅😅","0","0","2026-02-25T05:12:07.000Z","2026-04-10T03:05:41.984Z"
"7603675111682179860","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","mamadini66","mamadini66","7463619714188149776","wt helk","0","0","2026-02-06T09:03:05.000Z","2026-04-10T03:05:41.984Z"
"7554306852755145488","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","permatasari3149","sawitri permata","7485198468701586439","di sekolah ku udah dapet ikan hiu goreng krispi tapi Alhamdulillah kami kak papa","60","6","2025-09-26T08:10:41.000Z","2026-04-10T03:05:41.984Z"
"7554392115212894994","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","suka.ajr","_little grilll#","7519789968816030738","gw pernah makan ""baby shark"" gpp koo🥰🥰","2","0","2025-09-26T13:39:45.000Z","2026-04-10T03:05:41.984Z"
"7554391536986555143","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","sigma_mewing95",":)","7416234948119774214","ikan hiu makan tomat:❌ manusia makan hiu:✅ 🗿🗿benar gak ni","2","0","2025-09-26T13:37:31.000Z","2026-04-10T03:05:41.984Z"
"7558407986608603922","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","sultan.sultann46","イシュマエル","7436367429787288631","bocil Saiki sanger kabe rek iwak hiyu di badok😅😅","1","0","2025-10-07T09:23:23.000Z","2026-04-10T03:05:41.984Z"
"7556894349490881288","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","renziixx0","RenZy☄️","7406219589027611654","mbg : makan beracun gratis😹","1","0","2025-10-03T07:29:42.000Z","2026-04-10T03:05:41.984Z"
"7555688463304114962","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","rarara_mi","ra✯✯","7500537620439909384","mbg: makan gratis bergizi❌ mbg: makan gratis makan hiu✅","1","0","2025-09-30T01:30:20.000Z","2026-04-10T03:05:41.984Z"
"7555458234899989256","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","tegar______01","‍‍‍￶￶","7407640640802882566","gimana sihh kan ada undang undang gak boleh nangkap hiuuu truss ini di goreng 🤔","1","0","2025-09-29T10:36:51.000Z","2026-04-10T03:05:41.984Z"
"7613416127667045140","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","haya.busha7","Haya Busha","6808862202633077762","GIMANA GAK BYK YG KERACUNAN MBG COBA ORG MAKANAN NYA AJA DI MASAK JAM 10MALEM TRS DI KASIH KE ANAK SEKOLAH NYA JAM KURANG LEBIH 12 SIANG YAH UDH GK LAYAK DIMAKAN LAH","0","0","2026-03-04T15:03:10.000Z","2026-04-10T03:05:41.984Z"
"7606718888613036818","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","momy.ncaa","Nita nesalia😍","7500579129746621447","tega yang orang MBG nya","0","0","2026-02-14T13:54:25.000Z","2026-04-10T03:05:41.984Z"
"7605582814239884052","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","gmnyhahah","IG:muhamadd_adiiit","6789510441770124289","bkn ikan hiu asin tembang kli 😂😂","0","0","2026-02-11T12:25:55.000Z","2026-04-10T03:05:41.984Z"
"7605517797603394325","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","ammar.syafiq2","Ammar Syafiq","7579623908556440596","anjir mbg ikan hiu😂😂😂😂😂","0","0","2026-02-11T08:13:40.000Z","2026-04-10T03:05:41.984Z"
"7580390043870577415","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","nabilanashwa84","NabilaNashwa","7456081265038771206","itu ada yang keracunan sayur","0","0","2025-12-05T15:05:03.000Z","2026-04-10T03:05:41.984Z"
"7579899148183913232","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","rangga_ajj0","p_p","7470295219826607105","gw dapet hiu 1×1×1×1😁","0","0","2025-12-04T07:20:08.000Z","2026-04-10T03:05:41.984Z"
"7578809356293767956","7554009777232416056","https://www.tiktok.com/@dominika_ch43/video/7554009777232416056","bosmadura40","fifi💕","7345452180806157319","emang sebahaya itukah hiu kalau di desa saya bayak orang yang makan hiu tapi gak keracuna ada racunya tipu itu kalik emang hiu ada racun ya yakak","0","0","2025-12-01T08:51:14.000Z","2026-04-10T03:05:41.984Z"
"7626820706223227666","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","apanya420","siapaktau","6992785745828267010","bukanya benerin jalan nya  bukanya beli motor hadeh","1","0","2026-04-09T17:59:43.000Z","2026-04-10T03:05:41.984Z"
"7626817282304557832","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","bdstywn_","Untaaa969","6661610926279491586","bisalah tuker ban nya ntar🗿","1","0","2026-04-09T17:46:29.000Z","2026-04-10T03:05:41.984Z"
"7626784163504964372","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","naylushafwa","Mama shafwa🏕🏡🥘","7258669142420571137","guuuwwweendeng ya Allah","1","0","2026-04-09T15:37:58.000Z","2026-04-10T03:05:41.984Z"
"7626781368571659016","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","djodi261","djodi","7555175044616930321","begini loh KL ga pro rakyat","1","0","2026-04-09T15:27:02.000Z","2026-04-10T03:05:41.984Z"
"7626765744772924180","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","psd6165","DSP","7359421787665646598","Motor produksi negara mana nih ... ?? 😂","1","0","2026-04-09T14:26:30.000Z","2026-04-10T03:05:41.984Z"
"7626765300912325383","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","pexxx4424","Pexxx🦅","7476571676437529607","Selamat datang di negara EKONOMI SULIT GAYA ELIT","1","0","2026-04-09T14:24:45.000Z","2026-04-10T03:05:41.984Z"
"7626556730118734613","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","andiaodang","andiaodang","7168498399356027909","Adakah disini yg guru honorer yg tlah puluhan thn mengabdi tp blm diangkat dan dulu milih Prabowo. sy cuma mau bilang selamat ya atas pilihanmu","2","0","2026-04-09T00:55:48.000Z","2026-04-10T03:05:41.984Z"
"7626758916995678983","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","anwar.fuad98","Adi","7295358571611882502","udah ga beres","1","0","2026-04-09T13:59:57.000Z","2026-04-10T03:05:41.984Z"
"7626747217118429960","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","boyjangkoeng1","boyjangkoeng1","6907177814925329409","Trs mo d pake kemana??","1","0","2026-04-09T13:14:34.000Z","2026-04-10T03:05:41.984Z"
"7626743579611824914","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","top_globa_minotaur","MINOTAUR","7050537011744162817","sangat sangat ""efisiensi""🤭","1","0","2026-04-09T13:00:22.000Z","2026-04-10T03:05:41.984Z"
"7626706404364534535","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","ramarialasulenananggula","Miss Mia","7076354675385484289","GILAAA SMNTRA PPPK PW MNDERITA","1","0","2026-04-09T10:36:13.000Z","2026-04-10T03:05:41.984Z"
"7626689363741262612","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","yunisetiadii","🦀","6925527423221171201","udah ngrekrut karyawan nya modelan dinasti keluarga  pake segala beli beginian.... harga per unitnya jiiirrrr  padahal pake Supra trus dikasih kantong kanan kiri aja udah bagus..","1","0","2026-04-09T09:30:08.000Z","2026-04-10T03:05:41.984Z"
"7626440692776944392","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","cakpar234","Cak Par Channel","7031035065505498114","Gilaaa tuhhh... Kasian Pak Para Guru Swasta  dosen swasta serta honorer Makin miris lihat nya","1","0","2026-04-08T17:25:08.000Z","2026-04-10T03:05:41.984Z"
"7626931111779812114","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","hobirmandala90","RAUFAL JAYA PALLET","6697041742963475457","Semua pengen di pajekin cuma karna pengen anggarannya   proyek mbg   proyek merah putih🤣🤣","0","0","2026-04-10T01:08:09.000Z","2026-04-10T03:05:41.984Z"
"7626953221181702930","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","srimulyani10juli","Srimulyani07","7017277979530150939","@KANG DEDI MULYADI @gerindra","1","0","2026-04-10T02:34:03.000Z","2026-04-10T03:05:41.984Z"
"7626738081961460488","7626325569449315602","https://www.tiktok.com/@indonesiabelummerdeka/video/7626325569449315602","urbanindra","Indra_UrBan","6704013462676734977","@gerindra min..coba itu buat apaan.. buang2 dana  mending buat perbaikan gizi nya","1","0","2026-04-09T12:39:03.000Z","2026-04-10T03:05:41.984Z"
"7573674761701524242","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","hfdzalfrz","martabak telur","7006620164804805633","yg lain pada debat makanan enk dan gaenak ada problem ini itu  saya yg blm dpt MBG sama sekali udh pgn lulus lom dpt juga ini  walaupun dh tau makananny bgitu² doang lbih enakan bekalan buatan mmh tp pgn nyoba skli aja sblum lulus juga🗿","1","0","2025-11-17T12:46:19.000Z","2026-04-10T03:05:41.984Z"
"7572937883670790919","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","pepinboyy","pepinboyy","7453807782761366544","itu dri seladanya gasi","1","1","2025-11-15T13:06:49.000Z","2026-04-10T03:05:41.984Z"
"7572790075856339713","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","sesvvs","￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴￴ ￴ ￴ ￴ ￴ ￴","7558221800422245387","sedangkan menu mbg ku enak enak tiap hari mana nasinya dibentuk love mulu🗿","530","11","2025-11-15T03:33:17.000Z","2026-04-10T03:05:41.984Z"
"7572777813621031698","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","muhammad.rofiq562","Muhammad Rofiq","7481934226137531393","ini kecerobohan pengelolaan dan pengiriman MBG","104","1","2025-11-15T02:45:47.000Z","2026-04-10T03:05:41.984Z"
"7572979464238629652","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","dappangeran18","@dapp","7092634370867708955","di gw juga ada lalat nya tapi tetep gw makan","1","2","2025-11-15T15:48:12.000Z","2026-04-10T03:05:41.984Z"
"7573562201945309970","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","zaarrkshh","Zaarrashiii","6868532138560488450","tak masuk logikaa😹😹😹","8","1","2025-11-17T05:29:29.000Z","2026-04-10T03:05:41.984Z"
"7573172698156598034","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","chefdaeng","chefdaeng","6750962096005923842","selama hampir 12 tahun aQ d dunia kuliner gak prnah sama sakali saya menemukan cacing tanah d dalam makanan naiknya dari mana?? Cacing itu mahluk yg tidak bisa lama dalam permukaan masa iyaa dia merayap sndiri mustahil ini ada factor kesengajaan saya berani bertaruh ini pasti ada yg sabotase","7","0","2025-11-16T04:18:04.000Z","2026-04-10T03:05:41.984Z"
"7572825290192945936","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","byn299","abynnn","7348076372932281350","itu protein kocak🤭","2","1","2025-11-15T05:49:58.000Z","2026-04-10T03:05:41.984Z"
"7573207036000109330","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","mpiw_2764","piw_prikitiww⋆. 𐙚 ˚","7504817297673503764","enak enak aja gua mah","19","1","2025-11-16T06:31:19.000Z","2026-04-10T03:05:41.984Z"
"7572796107512840961","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","meowbahbi","nafis riski","6914305206184428545","mbg Medan nih aman aja","45","1","2025-11-15T03:56:44.000Z","2026-04-10T03:05:41.984Z"
"7573235951096857361","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","haiicyao_","meymey⋆.ೃ࿔*","6853777686180414466","eh aku juga gituu beda naa itu aku ulett😞😞","4","1","2025-11-16T08:23:48.000Z","2026-04-10T03:05:41.984Z"
"7572792178922242817","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","tiisariyah18","Storee_Tii","7240979931915174917","Awas guys jgn mudah tergiring opini ti¹ atii takutnya itu hnya lah sabotase  karna banyak banget yang ingin menjatuhkan program ini","47","0","2025-11-15T03:41:30.000Z","2026-04-10T03:05:41.984Z"
"7573218342636749576","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","pascolbau","pascol botak","7207434011890172930","satu kelasku pernah dapat buah naga yg ada cacing menggeliat tapi dia berpikir dewasa buah naganya dibuang dan gak divideo atau apalh","4","0","2025-11-16T07:15:12.000Z","2026-04-10T03:05:41.984Z"
"7573207499102470928","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","rzharx","𝐋𝐍 Reinhard","7116773024632144898","kemarin makan MBG di kotak MBG dah banyak makanan enak + susu  eh dapet lagi beginian dari MBG di hari itu juga dan dapet susu lagi😋","2","0","2025-11-16T06:33:12.000Z","2026-04-10T03:05:41.984Z"
"7572805739476140808","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","fufufafa3701","Sami雷","7385516012252906501","ini apa woy dri mbg gw","12","2","2025-11-15T04:34:01.000Z","2026-04-10T03:05:41.984Z"
"7573282239318295313","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","peerzetazzaa2","🀄🐉","7497505882877608968","knp mbg sekola lain ky aneh' gtu  sofar sekolaku enaa' & finee' ajaa","20","0","2025-11-16T11:23:12.000Z","2026-04-10T03:05:41.984Z"
"7572777507675964176","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","nama_aku_alghifari","Alghifari_homo_sapiens","7129723788707480603","oh jadi ini yg dibilang protein😹","1","2","2025-11-15T02:44:58.000Z","2026-04-10T03:05:41.984Z"
"7572810143063114512","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","xuhualinn","￴￴￴","7369466492905063430","klo ini apa? 😭","5","2","2025-11-15T04:51:09.000Z","2026-04-10T03:05:41.984Z"
"7572891689876292359","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","steeecuyy","𝘽𝙀𝘽𝙄𝙍𝙍🇻🇳🚀","7225268711203079169","Dilihat darii segi lihat cacing tersebut iyalah cacing tanah kayak sengaja diletakkan karena warna cacing tersebut masih merah mungkin ada salah satu pihak inggin menjatuhkan pihak MBG💯👍","4","0","2025-11-15T10:07:37.000Z","2026-04-10T03:05:41.984Z"
"7572846383645049608","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","hyumannz_","batman.","7406321228891784198","enakk koo  di sekola ku slama ini aman aman ajaa","12","0","2025-11-15T07:11:44.000Z","2026-04-10T03:05:41.984Z"
"7572788029070738177","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","cantiknyayaya","yamiepanda","6958496229336564742","ihhh sayurannya ga dicuci ituu😭","4","1","2025-11-15T03:25:27.000Z","2026-04-10T03:05:41.984Z"
"7572839453255123733","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","bq_cahy","matchacaa🍃","6972563899301774337","enak enakk aja sih","160","3","2025-11-15T06:45:01.000Z","2026-04-10T03:05:41.984Z"
"7573626518770418433","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","pakii0917","diip🅰️","7446980615121503239","mbg skolh ku selalu aman nih🤩","2","0","2025-11-17T09:39:08.000Z","2026-04-10T03:05:41.984Z"
"7572825032205239058","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","_winda18_","D'de","6602964367371976706","kata aku mah dari sayurr yang hijau sih🙃","1","1","2025-11-15T05:48:56.000Z","2026-04-10T03:05:41.984Z"
"7572905290128442133","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","rtaaantkaaa_","🤷‍♀️","7529141172611499029","sejauh ini tmpt gw aman' aja 😭","15","0","2025-11-15T11:00:24.000Z","2026-04-10T03:05:41.984Z"
"7583592992477643528","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","hakimzz38","hakim","7570558564880909320","di mata gua mbg","2","0","2025-12-14T06:16:43.000Z","2026-04-10T03:05:41.984Z"
"7573546062893089543","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","aleena.fashion3","HokiHoki Store","7467393135493514245","Kemungkinan cacing dari sayur selada itu. Mgkn yaaa🙏 dan berusaha pergi Palah jatuh ke situ","1","0","2025-11-17T04:26:56.000Z","2026-04-10T03:05:41.984Z"
"7573374879925814034","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","ggglekk","deri15","7094219427508388890","dulu pas awal awal dapet mbg punya ku telur nya ada ulat nyaa","1","0","2025-11-16T17:22:41.000Z","2026-04-10T03:05:41.984Z"
"7573523813145559816","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","rezoch68","rezo 🤷","7240422304354124801","aturan cacing nya pucat warna putih gak sih kalau dh kelamaan itu mah di taro sendiri","3","0","2025-11-17T03:00:33.000Z","2026-04-10T03:05:41.984Z"
"7573561800479392520","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","pajar_9mnit_sama_mieayam","𝐅𝐚𝐣𝐚𝐫𝐳'𝐂𝐈𝐓𝐄𝐍𝟗","7460459947576542229","fiks di sabotase  soalnya gamungkin cacing tanah nyasar di sayur","3","0","2025-11-17T05:28:00.000Z","2026-04-10T03:05:41.984Z"
"7572809166373765906","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","_amaayaini","_amaayaini","6980783667023545346","sejauh ini mbg di sekolahku sll enak","31","0","2025-11-15T04:47:25.000Z","2026-04-10T03:05:41.984Z"
"7573513741703463687","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","this_raaaahma","υλίστρια γυναίκα","7485654718610637825","cacing nya kaya baru di masukin dan itu cacing tanah bukan ulet yg biasanya ada di makanan apalagi sayuran","1","0","2025-11-17T02:21:29.000Z","2026-04-10T03:05:41.984Z"
"7572778493004530439","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","iniciskaaa2","siskaaa","6860387350343435265","masa iya sih?kan kalau dari sayurpun pasti bakal keliatan sebelum masuk ompreng","10","0","2025-11-15T02:48:20.000Z","2026-04-10T03:05:41.984Z"
"7573374926058046215","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","shadowrangers","Aku adalah aku","7519504034567504903","ok makasih bang besok gw jadi hati hati buat makan BMKG 🗿","1","0","2025-11-16T17:22:52.000Z","2026-04-10T03:05:41.984Z"
"7572823672437048081","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","_viviiw","vivi","6958327456912114693","baru masuk nih wkw masih merah dan aktif menggeliat  dan itu cacing tanah","5","0","2025-11-15T05:43:39.000Z","2026-04-10T03:05:41.984Z"
"7573571051259708168","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","yy64420","HimuraVin.","7508048514287567890","bilang aja baru di taruh ga masuk akal ga mati tu cacing🗿","2","0","2025-11-17T06:03:53.000Z","2026-04-10T03:05:41.984Z"
"7572886758875431687","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","ptriinrfdlh","𝖍𝖑𝖑𝖔 𝖆𝖐𝖚𝖕𝖚𝖙𝖗𝖎❤️‍🩹","7386652825973834758","ko bs ya? aku aman"" aja","8","0","2025-11-15T09:48:27.000Z","2026-04-10T03:05:41.984Z"
"7573535251075547925","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","nur.baiti7726","Nur Baiti","7261234938837632005","yaudh klu gtu msak aj sndri drumh. gk usah mnta bantuan MG🤣","3","0","2025-11-17T03:44:56.000Z","2026-04-10T03:05:41.984Z"
"7572786403214590727","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","om.sabo","Om Sabo OTG","7304649316642079749","hati2 fitnah","128","0","2025-11-15T03:19:02.000Z","2026-04-10T03:05:41.984Z"
"7573361509846663956","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","rifscary","rifscary","6936511784614708226","kalau ulat masih masuk akal  lah ini cacing🗿","0","0","2025-11-16T16:30:43.000Z","2026-04-10T03:05:41.984Z"
"7572850501072077575","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","kia.kpop2","Kᨵׁׅꭈׁׅꪱׁzׁׅ֬ꫀׁꪀ_Rɑׁׅ֮zׁƙׁׅ֑ꪱɑ","7499721635198305288","guys aku mau cerita kan aku lagi makan mbg sm temen temen ku aku makan ny udh banyak sampe bersih habis itu kelas sebelah ku itu bilang kyk gini woi liat ini di makanan ny sakila ada ulat terus aku panik sm temen ku yg lain karena aku sm temen ku habis bersih mbg ny jdi aku takut mau makan mbg lgi tpi ku cek dulu sebelum makan","1","0","2025-11-15T07:27:45.000Z","2026-04-10T03:05:41.984Z"
"7572840420276044565","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","miaanggari","Mia Anggari Tri Utami","6985846722871067649","Sebagai pekerja di mbg  allhamdulilah makanan nya enak terus dan ga pernah kaya gitu .. itumah ada yang sabotase 😁","1","0","2025-11-15T06:48:41.000Z","2026-04-10T03:05:41.984Z"
"7572860190765761281","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","akupwarisdarikelurgazhan",".","7077815994043630619","kalau misal nya belatunn masih masuk akalll   tapi kalau cacing kek nyaa gak mungkin dehhhh","1","0","2025-11-15T08:05:22.000Z","2026-04-10T03:05:41.984Z"
"7572824283056980737","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","desilayani","tokobundadesi","7314519716948182021","mungkin dari lalapan hijau selada itu hal bersih saat nyuci","1","0","2025-11-15T05:46:06.000Z","2026-04-10T03:05:41.984Z"
"7573250960135504648","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","fn.dinnn","نانا ☁️","7069688309644018714","lov mbg [lovely]","4","0","2025-11-16T09:21:45.000Z","2026-04-10T03:05:41.984Z"
"7573566192193225492","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","hahahahalik","alikk","7227874706400789530","sehat itu  cacing tanah medan mengandung zat besi","2","0","2025-11-17T05:45:08.000Z","2026-04-10T03:05:41.984Z"
"7573534171491566354","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","mey.mey_06","Dedemelani","7157947460320920582","Cacing sayur sama cacing tanah beda ya ini kyk sengaja gk si","1","0","2025-11-17T03:40:45.000Z","2026-04-10T03:05:41.984Z"
"7574789593561973511","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","pawpaw281113","•𝙄𝙩𝙯_ℝ𝕒𝕦𝕕𝕒𝕙•ᨶ႒ᩚ","7160945453469697050","Apaan di sengaja banget  ga mungkin pihak mbg ngasih cacing  sengaja bgt jatuhi nama sekolah.","2","0","2025-11-20T12:52:30.000Z","2026-04-10T03:05:41.984Z"
"7572850827683398407","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","saaa_zzzz_","el⁷","7475738954672325649","di skolah gue enak²tu","2","0","2025-11-15T07:29:06.000Z","2026-04-10T03:05:41.984Z"
"7573219993400541959","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","pekaden151","anonim","7518765310489396232","lah mgg gw isi kecoa jir sayangnya di sekolah gw gak boleh bawa HP kalo gak udah gw videoin 🗿","1","0","2025-11-16T07:21:33.000Z","2026-04-10T03:05:41.984Z"
"7573168871495025429","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","dawailintang","kayumanis","7312468255804769285","ga mungkin lah cacing tanah bisa disitu..ada unsur sesuatu ini sih","1","0","2025-11-16T04:03:13.000Z","2026-04-10T03:05:41.984Z"
"7596889487374320404","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","ryuxzyn_ctl_ctn","ujin`bungul😹","7565102803149620225","bilang aja mau ganti menu 😹","1","0","2026-01-19T02:11:31.000Z","2026-04-10T03:05:41.984Z"
"7572849264898032404","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","trisulstningsh","s","7335285019046577159","mbg disekola ak enak' aja tu","1","0","2025-11-15T07:23:06.000Z","2026-04-10T03:05:41.984Z"
"7572797783489594132","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360",".dalton909","Daltonnn","6809565609211331586","Sejakkk kpn cacing tanah ada di telur😭 atau sayurannn seladaaa😭","4","0","2025-11-15T04:03:13.000Z","2026-04-10T03:05:41.984Z"
"7574134013582770945","7572776218492292360","https://www.tiktok.com/@detikcom/video/7572776218492292360","dprdpt_a","bakwan rebus🤤","7081306025786409986","kayak kelabang deh bentuknya  bisa jadi dari sayur sebelahnya itu(?)","2","0","2025-11-18T18:28:46.000Z","2026-04-10T03:05:41.984Z"
